MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,OddHome,OddDraw,OddAway,Over25,Under25,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners
2001-02-25,Alverca,Sp Braga,4.0,1.0,2.62,2.9,2.45,,,,,,,,
2001-02-25,Campomaiorense,Beira Mar,0.0,2.0,2.27,3.0,2.8,,,,,,,,
2001-02-25,Pacos Ferreira,Leiria,0.0,0.0,1.78,3.15,4.0,,,,,,,,
2001-02-25,Benfica,Boavista,0.0,0.0,1.82,3.1,3.8,,,,,,,,
2001-02-25,Farense,Aves,1.0,0.0,1.5,3.5,5.6,,,,,,,,
2001-02-26,Guimaraes,Salgueiros,1.0,2.0,2.15,3.0,3.0,,,,,,,,
2001-03-02,Boavista,Belenenses,2.0,0.0,1.43,3.55,6.6,,,,,,,,
2001-03-03,Salgueiros,Sp Lisbon,2.0,5.0,2.82,3.0,2.25,,,,,,,,
2001-03-04,Aves,Guimaraes,0.0,3.0,2.32,2.9,2.8,,,,,,,,
2001-03-04,Beira Mar,Maritimo,2.0,0.0,1.92,3.0,3.6,,,,,,,,
2001-03-04,Est Amadora,Pacos Ferreira,1.0,1.0,2.43,3.0,2.6,,,,,,,,
2001-03-04,Porto,Farense,2.0,0.0,1.27,4.2,9.0,,,,,,,,
2001-03-04,Gil Vicente,Alverca,1.0,2.0,2.1,2.9,3.2,,,,,,,,
2001-03-04,Sp Braga,Benfica,3.0,1.0,2.47,2.9,2.63,,,,,,,,
2001-03-04,Leiria,Campomaiorense,4.0,1.0,1.68,3.2,4.55,,,,,,,,
2001-03-09,Pacos Ferreira,Boavista,0.0,2.0,2.95,3.0,2.2,,,,,,,,
2001-03-10,Belenenses,Benfica,1.0,0.0,2.95,3.0,2.2,,,,,,,,
2001-03-11,Alverca,Salgueiros,0.0,3.0,1.95,3.05,3.5,,,,,,,,
2001-03-11,Campomaiorense,Est Amadora,4.0,1.0,1.85,3.1,3.75,,,,,,,,
2001-03-11,Gil Vicente,Sp Braga,1.0,1.0,2.8,3.0,2.3,,,,,,,,
2001-03-11,Maritimo,Leiria,2.0,1.0,1.8,3.2,3.85,,,,,,,,
2001-03-11,Farense,Beira Mar,1.0,2.0,1.9,3.1,3.6,,,,,,,,
2001-03-11,Sp Lisbon,Aves,2.0,0.0,1.17,5.4,11.0,,,,,,,,
2001-03-12,Guimaraes,Porto,2.0,2.0,3.65,3.05,1.9,,,,,,,,
2001-03-16,Boavista,Campomaiorense,3.0,1.0,1.2,5.2,11.0,,,,,,,,
2001-03-17,Est Amadora,Maritimo,0.0,1.0,2.45,2.85,2.75,,,,,,,,
2001-03-17,Sp Braga,Belenenses,2.0,0.0,1.78,3.2,4.05,,,,,,,,
2001-03-18,Aves,Alverca,0.0,0.0,2.68,2.9,2.47,,,,,,,,
2001-03-18,Beira Mar,Guimaraes,3.0,2.0,1.78,3.2,4.0,,,,,,,,
2001-03-18,Benfica,Pacos Ferreira,2.0,3.0,1.28,4.4,8.8,,,,,,,,
2001-03-18,Salgueiros,Gil Vicente,0.0,1.0,1.5,3.45,6.0,,,,,,,,
