MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,OddHome,OddDraw,OddAway,Over25,Under25,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners
2012-09-13,Sport Recife,Bahia,1.0,1.0,2.33,3.22,2.95,,,,,,,,
2012-09-13,Atletico-MG,Sao Paulo,1.0,0.0,1.69,3.65,4.71,,,,,,,,
2012-09-13,Santos,Flamengo RJ,2.0,0.0,1.65,3.68,4.95,,,,,,,,
2012-09-13,Vasco,Palmeiras,3.0,1.0,2.07,3.21,3.56,,,,,,,,
2012-09-14,Botafogo RJ,Internacional,1.0,1.0,2.23,3.24,3.11,,,,,,,,
2012-09-14,Gremio,Nautico,2.0,0.0,1.29,5.09,9.54,,,,,,,,
2012-09-15,Sao Paulo,Portuguesa,3.0,1.0,1.61,3.7,5.28,,,,,,,,
2012-09-15,Fluminense,Atletico GO,1.0,2.0,1.46,4.13,6.61,,,,,,,,
2012-09-16,Bahia,Figueirense,2.0,1.0,1.82,3.44,4.16,,,,,,,,
2012-09-16,Coritiba,Santos,1.0,2.0,2.02,3.35,3.46,,,,,,,,
2012-09-16,Cruzeiro,Vasco,1.0,1.0,2.51,3.17,2.73,,,,,,,,
2012-09-16,Nautico,Atletico-MG,1.0,0.0,2.88,3.24,2.34,,,,,,,,
2012-09-16,Palmeiras,Corinthians,0.0,2.0,2.52,3.08,2.77,,,,,,,,
2012-09-16,Flamengo RJ,Gremio,1.0,1.0,2.75,3.2,2.46,,,,,,,,
2012-09-16,Internacional,Sport Recife,2.0,2.0,1.35,4.53,8.53,,,,,,,,
2012-09-16,Ponte Preta,Botafogo RJ,0.0,0.0,2.26,3.27,3.01,,,,,,,,
2012-09-22,Figueirense,Palmeiras,1.0,3.0,2.56,3.23,2.62,,,,,,,,
2012-09-22,Fluminense,Nautico,2.0,1.0,1.34,4.54,8.61,,,,,,,,
2012-09-23,Santos,Portuguesa,1.0,3.0,2.14,3.26,3.25,,,,,,,,
2012-09-23,Atletico GO,Flamengo RJ,1.0,2.0,2.22,3.29,3.07,,,,,,,,
2012-09-23,Botafogo RJ,Corinthians,2.0,2.0,2.05,3.27,3.49,,,,,,,,
2012-09-23,Ponte Preta,Vasco,0.0,0.0,2.5,3.2,2.71,,,,,,,,
2012-09-23,Sao Paulo,Cruzeiro,1.0,0.0,1.56,3.83,5.75,,,,,,,,
2012-09-23,Atletico-MG,Gremio,0.0,0.0,1.94,3.36,3.75,,,,,,,,
2012-09-23,Internacional,Bahia,3.0,1.0,1.44,4.11,7.0,,,,,,,,
2012-09-23,Sport Recife,Coritiba,1.0,0.0,2.19,3.32,3.1,,,,,,,,
2012-09-27,Flamengo RJ,Atletico-MG,2.0,1.0,3.02,3.26,2.28,,,,,,,,
2012-09-29,Cruzeiro,Internacional,0.0,0.0,2.88,3.16,2.4,,,,,,,,
2012-09-29,Nautico,Atletico GO,2.0,0.0,1.67,3.65,4.78,,,,,,,,
2012-09-29,Portuguesa,Atletico-MG,1.0,1.0,2.64,3.21,2.55,,,,,,,,
2012-09-29,Vasco,Figueirense,3.0,1.0,1.51,3.99,6.04,,,,,,,,
2012-09-30,Palmeiras,Ponte Preta,3.0,0.0,1.6,3.7,5.41,,,,,,,,
2012-09-30,Bahia,Botafogo RJ,2.0,0.0,2.45,3.24,2.75,,,,,,,,
2012-09-30,Corinthians,Sport Recife,3.0,0.0,1.48,3.9,6.77,,,,,,,,
2012-09-30,Coritiba,Sao Paulo,1.0,1.0,2.37,3.24,2.85,,,,,,,,
2012-09-30,Flamengo RJ,Fluminense,0.0,1.0,3.41,3.25,2.09,,,,,,,,
2012-09-30,Gremio,Santos,1.0,1.0,1.68,3.7,4.7,,,,,,,,
2012-10-06,Palmeiras,Atletico-MG,0.0,1.0,2.05,3.37,3.39,,,,,,,,
2012-10-06,Portuguesa,Atletico GO,2.0,0.0,2.08,3.26,3.4,,,,,,,,
2012-10-06,Bahia,Vasco,1.0,2.0,2.93,3.24,2.31,,,,,,,,
2012-10-06,Fluminense,Internacional,0.0,0.0,1.92,3.27,3.95,,,,,,,,
2012-10-06,Gremio,Corinthians,2.0,0.0,1.53,3.84,6.06,,,,,,,,
2012-10-06,Cruzeiro,Sport Recife,1.0,0.0,1.55,3.83,5.76,,,,,,,,
2012-10-06,Figueirense,Ponte Preta,0.0,0.0,1.74,3.51,4.52,,,,,,,,
